location_id,date,soil_type,aquifer_type,permeability,crop_type,crop_rotation,fertilizer_use,added_nitrogen,livestock_density,rainfall,drought_days,temperature,region,climate_zone,groundwater_nitrate_level
8,2020-09-01,1,1,7,1,1,293,29,28,26,3,16,8,2,41.15
8,2020-10-01,1,3,4,5,3,186,100,12,120,5,14,9,2,74.78
8,2020-11-01,4,2,8,2,2,148,63,24,172,17,12,9,3,81.59
8,2020-12-01,1,1,9,4,2,197,90,21,170,27,3,6,3,88.92
8,2021-01-01,4,1,1,2,1,260,37,45,70,4,4,5,3,39.31
8,2021-02-01,4,2,7,4,2,195,102,32,194,17,8,12,3,90.65
8,2021-03-01,1,3,9,3,1,133,98,36,24,30,8,12,2,57.72
8,2021-04-01,1,2,10,5,3,79,105,6,32,28,9,7,2,62.18
8,2021-05-01,2,2,5,1,2,281,61,22,61,4,9,9,3,60.33
8,2021-06-01,3,1,2,5,3,114,143,5,144,6,28,5,3,73.08
8,2021-07-01,1,1,10,4,2,73,49,14,152,22,28,12,1,76.55
8,2021-08-01,2,3,6,1,2,265,39,14,170,8,24,3,2,71.95
8,2021-09-01,2,1,7,5,3,224,145,39,81,2,12,9,2,82.11
8,2021-10-01,3,1,2,1,2,260,115,33,148,11,13,10,3,74.23
8,2021-11-01,4,2,2,4,3,271,144,13,93,19,15,1,1,70.18
8,2021-12-01,1,1,10,3,3,139,61,28,133,24,5,1,3,79.19
8,2022-01-01,3,3,10,3,1,155,108,15,73,13,7,10,2,78.2
8,2022-02-01,1,2,1,5,3,221,106,28,135,7,6,11,2,64.38
8,2022-03-01,2,3,4,2,1,279,24,22,150,11,7,12,1,58.51
8,2022-04-01,2,2,7,4,3,206,69,9,102,6,12,4,3,73.71
8,2022-05-01,4,1,9,5,2,126,60,46,198,23,12,2,1,84.13
8,2022-06-01,2,2,3,5,3,117,113,3,149,8,22,7,3,74.82
8,2022-07-01,2,2,7,3,2,158,76,11,68,11,22,2,1,67.63
8,2022-08-01,3,1,7,1,1,194,70,41,50,3,24,7,3,62.94
8,2022-09-01,1,1,7,4,2,146,125,33,93,4,12,8,3,81.04
8,2022-10-01,1,3,2,1,3,182,30,3,136,8,15,12,3,50.42
8,2022-11-01,3,3,6,4,2,141,117,19,22,6,12,11,2,53.44
8,2022-12-01,4,1,2,2,1,137,118,27,143,13,8,8,3,71.55
8,2023-01-01,1,1,6,3,2,258,115,27,182,19,4,3,2,88.89
8,2023-02-01,2,1,10,2,2,99,125,5,104,21,3,9,1,85.41
8,2023-03-01,1,2,3,5,3,152,20,13,183,26,12,10,3,53.24
8,2023-04-01,2,2,2,3,3,161,65,34,83,16,7,10,2,54.07
8,2023-05-01,4,2,6,5,2,217,107,46,179,0,13,10,1,88.49
8,2023-06-01,3,1,2,2,1,285,41,0,37,24,28,6,3,34.72
8,2023-07-01,1,3,5,4,2,95,22,18,53,14,27,4,1,39.25
8,2023-08-01,3,1,2,5,1,228,149,0,75,23,23,8,2,67.53
8,2023-09-01,1,2,3,1,1,60,80,12,86,14,16,4,2,58.82
8,2023-10-01,2,2,3,4,1,61,57,7,200,28,14,4,3,67.41
8,2023-11-01,3,1,6,4,2,190,65,17,110,0,17,11,2,70.75
8,2023-12-01,1,1,6,2,1,113,60,34,86,28,2,8,2,65.64
8,2024-01-01,2,2,10,2,2,57,129,22,129,14,6,4,1,88.01
8,2024-02-01,3,2,3,3,1,242,60,49,186,26,6,1,3,71.13
8,2024-03-01,3,2,3,3,1,58,76,25,185,1,8,6,3,69.13
8,2024-04-01,1,1,1,1,2,269,142,40,59,28,12,12,3,57.66
8,2024-05-01,1,2,7,4,3,179,105,37,166,3,12,8,1,88.67
8,2024-06-01,1,2,8,1,3,127,82,19,152,16,25,3,2,80.73
8,2024-07-01,2,3,2,1,2,190,58,1,161,15,25,2,3,64.65
8,2024-08-01,1,1,4,2,2,289,46,25,110,17,25,6,3,63.36
8,2024-09-01,3,3,10,1,3,51,100,35,68,20,17,1,1,73.46
8,2024-10-01,3,3,7,1,3,245,126,24,83,15,17,11,1,81.06
8,2024-11-01,1,2,8,5,3,253,55,29,131,7,15,5,3,77.53
8,2024-12-01,1,1,1,3,2,225,104,17,119,5,4,6,3,60.41
9,2014-01-01,4,2,4,3,1,123,47,6,123,30,8,8,1,61.3
9,2014-02-01,3,1,6,4,2,180,35,26,182,21,8,7,1,70.88
9,2014-03-01,2,3,3,3,3,245,54,10,24,19,13,6,1,37.98
9,2014-04-01,4,1,5,4,1,183,118,36,138,1,7,2,1,81.13
9,2014-05-01,1,2,10,5,2,136,141,7,107,18,7,12,2,88.8
9,2014-06-01,1,2,9,3,3,54,42,10,186,12,24,8,2,72.66
9,2014-07-01,3,2,3,5,2,291,138,23,146,21,23,8,3,81.39
9,2014-08-01,1,1,5,3,1,180,82,29,43,21,28,11,2,57.47
9,2014-09-01,2,3,8,3,3,187,89,29,187,20,18,5,1,89.74
9,2014-10-01,3,3,6,5,2,220,99,14,126,5,12,3,3,81.94
9,2014-11-01,1,1,4,1,1,196,78,34,69,26,17,12,1,64.78
9,2014-12-01,3,2,8,1,1,63,36,38,77,5,6,11,2,55.19
9,2015-01-01,1,3,3,1,2,198,58,23,20,12,7,8,1,35.9
9,2015-02-01,1,2,3,1,1,173,96,7,190,0,2,5,3,77.92
9,2015-03-01,1,1,4,3,3,92,111,42,186,21,9,3,2,80.68
9,2015-04-01,2,2,9,2,1,77,43,41,157,20,8,9,3,72.37
9,2015-05-01,2,3,5,5,2,198,107,19,21,23,7,9,2,50.99
9,2015-06-01,3,3,8,2,3,213,63,40,82,8,24,12,1,71.13
9,2015-07-01,1,2,6,2,1,73,55,46,35,29,26,7,3,48.41
9,2015-08-01,1,1,3,4,1,231,118,25,56,21,25,8,2,64.62
9,2015-09-01,2,2,8,1,3,215,89,23,35,28,16,5,2,64.22
9,2015-10-01,1,1,9,3,3,66,141,21,106,11,16,5,2,83.05
9,2015-11-01,2,2,8,1,1,199,143,4,109,11,18,5,2,86.92
9,2015-12-01,1,3,4,1,3,132,99,14,99,25,3,2,1,71.14
9,2016-01-01,3,1,6,2,2,94,64,35,46,3,2,3,1,54.35
9,2016-02-01,1,1,1,4,1,295,50,36,130,18,5,8,2,53.97
9,2016-03-01,1,1,4,1,2,123,104,28,83,15,9,6,1,66.65
9,2016-04-01,4,3,8,5,1,238,64,14,116,25,10,9,1,78.16
9,2016-05-01,2,2,1,5,2,188,134,26,179,11,7,7,2,70.92
9,2016-06-01,1,3,3,1,2,110,86,48,156,0,23,6,1,70.39
9,2016-07-01,1,1,1,2,3,87,95,7,30,22,22,11,3,36.52
9,2016-08-01,4,2,9,2,1,115,59,28,89,20,24,4,3,72.17
9,2016-09-01,4,3,2,3,3,82,60,18,177,3,15,7,1,61.79
9,2016-10-01,2,1,9,4,3,92,139,30,162,8,16,4,2,92.43
9,2016-11-01,4,1,4,2,1,208,100,8,67,6,12,7,3,66.57
9,2016-12-01,3,3,2,3,2,161,57,9,113,9,7,5,1,56.81
9,2017-01-01,4,3,4,5,1,84,119,36,95,12,3,2,1,70.64
9,2017-02-01,3,3,10,5,1,86,76,9,79,7,3,7,2,71.69
9,2017-03-01,2,1,6,5,1,224,85,32,87,19,10,8,2,72.13
9,2017-04-01,2,3,7,1,3,288,49,24,76,9,11,10,1,65.51
9,2017-05-01,2,1,3,4,1,149,29,3,83,27,9,11,2,45.26
9,2017-06-01,2,3,3,3,1,72,80,4,99,9,26,2,3,60.41
9,2017-07-01,2,1,10,4,1,213,55,22,106,7,25,6,3,75.08
9,2017-08-01,3,1,8,1,2,217,73,38,186,19,26,4,1,86.09
9,2017-09-01,3,2,5,3,2,280,116,4,139,14,15,5,1,84.15
9,2017-10-01,2,3,4,3,2,267,23,7,162,0,16,1,2,58.45
9,2017-11-01,4,3,7,2,2,138,73,16,98,26,12,6,3,72.35
9,2017-12-01,1,1,7,4,3,258,130,0,175,14,3,12,2,92.56
9,2018-01-01,2,1,9,4,3,64,110,49,55,23,5,12,1,70.17
9,2018-02-01,4,1,9,2,1,214,108,11,73,16,5,11,1,79.7
9,2018-03-01,1,2,5,5,3,286,83,34,164,12,8,8,1,81.8
9,2018-04-01,2,2,8,1,2,181,138,13,119,11,12,2,1,88.42
9,2018-05-01,2,1,10,4,1,199,111,47,105,2,12,1,1,87.08
9,2018-06-01,3,3,1,2,1,258,100,17,41,22,24,9,1,45.76
9,2018-07-01,1,3,9,3,2,71,78,9,94,18,25,2,2,72.31
9,2018-08-01,1,2,8,2,2,258,63,14,55,28,22,8,2,64.73
9,2018-09-01,4,2,6,5,2,255,95,41,48,23,16,5,2,67.69
9,2018-10-01,3,1,3,1,3,127,120,32,189,4,12,2,3,79.63
9,2018-11-01,3,3,3,5,1,194,144,18,179,2,15,5,2,83.44
9,2018-12-01,3,1,8,3,2,121,35,33,161,20,4,9,1,69.48
9,2019-01-01,3,2,5,3,1,147,74,44,37,4,5,6,2,52.76
9,2019-02-01,1,3,10,3,1,139,114,24,57,23,4,3,2,75.11
9,2019-03-01,1,3,7,3,3,158,98,15,120,27,8,12,3,82.46
9,2019-04-01,2,2,5,2,1,143,96,7,53,8,11,8,1,63.09
9,2019-05-01,2,1,8,3,2,263,59,34,140,5,7,1,3,78.85
9,2019-06-01,3,1,10,3,2,129,40,20,192,15,24,9,3,79.32
9,2019-07-01,3,3,10,2,1,143,85,18,106,9,22,9,3,80.92
9,2019-08-01,3,2,4,3,1,129,29,45,179,15,28,4,2,62.3
9,2019-09-01,2,3,2,5,3,87,62,10,129,2,13,8,1,59.39
9,2019-10-01,4,2,3,5,2,295,124,43,86,17,15,11,1,73.35
9,2019-11-01,4,1,8,4,2,201,82,10,62,10,14,11,3,70.39
9,2019-12-01,2,2,7,5,1,277,101,10,142,18,6,3,1,86.64
9,2020-01-01,2,1,2,1,1,276,70,21,41,24,8,6,1,46.49
9,2020-02-01,2,2,6,1,1,183,75,20,106,22,4,10,3,71.85
9,2020-03-01,2,3,9,1,2,245,53,26,96,14,12,10,2,72.45
9,2020-04-01,2,1,4,2,1,259,78,17,144,10,10,8,3,74.33
9,2020-05-01,2,3,9,5,3,183,149,41,115,26,10,11,3,91.07
9,2020-06-01,3,3,2,1,3,75,149,47,141,24,26,9,2,75.0
9,2020-07-01,3,1,2,4,1,150,137,39,176,28,26,8,2,79.34
9,2020-08-01,3,1,9,2,3,268,147,37,59,30,23,9,2,82.81
9,2020-09-01,3,3,7,4,3,218,36,29,123,21,18,4,2,68.05
9,2020-10-01,2,3,7,5,3,124,101,50,192,23,18,10,3,87.38
9,2020-11-01,4,3,1,3,3,87,33,44,138,9,12,1,2,44.2
9,2020-12-01,1,3,6,4,3,257,100,46,157,26,4,7,1,87.05
9,2021-01-01,2,1,7,3,2,132,142,44,192,8,3,11,3,92.12
9,2021-02-01,1,1,6,2,1,220,35,32,139,2,2,12,3,67.17
9,2021-03-01,4,3,6,4,3,230,51,20,36,22,13,10,2,50.42
9,2021-04-01,3,2,2,4,1,192,42,1,121,8,8,4,2,51.77
9,2021-05-01,4,2,6,2,3,267,121,12,149,17,12,1,1,88.75
9,2021-06-01,2,1,4,2,2,105,117,1,164,11,26,3,2,78.73
9,2021-07-01,3,3,9,1,2,154,123,42,127,22,26,7,3,88.82
9,2021-08-01,2,3,1,5,3,233,145,44,109,20,25,11,2,68.49
9,2021-09-01,3,1,8,4,3,80,87,30,138,23,14,3,1,80.31
9,2021-10-01,1,2,5,4,3,260,83,9,185,15,14,1,3,82.53
9,2021-11-01,1,2,1,2,2,234,90,22,184,3,14,7,3,67.17
9,2021-12-01,1,2,4,2,2,228,37,21,82,0,3,8,2,54.16
9,2022-01-01,4,1,1,5,1,201,132,46,24,26,3,5,1,41.43
9,2022-02-01,2,2,6,2,2,107,144,28,44,12,4,6,1,67.71
9,2022-03-01,4,1,2,3,3,122,146,32,92,30,10,3,2,67.5
9,2022-04-01,1,1,5,3,1,264,80,30,143,25,7,5,3,78.92
9,2022-05-01,2,3,7,3,2,181,94,13,41,7,12,3,3,63.86
9,2022-06-01,1,2,2,3,2,59,126,9,112,30,23,2,3,66.77
9,2022-07-01,4,1,6,5,3,240,100,17,54,5,24,7,2,68.15
9,2022-08-01,4,2,6,4,1,122,125,10,74,28,26,10,3,74.17
9,2022-09-01,4,2,5,3,2,260,47,38,147,7,13,11,3,71.1
9,2022-10-01,1,3,5,2,2,64,27,46,39,18,12,7,2,36.55
9,2022-11-01,2,2,3,3,3,292,110,2,24,23,13,12,3,48.77
9,2022-12-01,2,3,10,5,1,147,140,1,186,23,2,8,2,97.61
9,2023-01-01,1,1,10,2,1,283,85,7,82,11,2,12,1,77.2
9,2023-02-01,2,2,2,3,1,112,114,30,51,0,3,1,1,53.42
9,2023-03-01,1,1,7,4,1,68,83,7,93,3,7,2,2,71.01
9,2023-04-01,2,2,1,2,3,162,84,42,187,22,8,2,2,65.01
9,2023-05-01,3,1,6,2,2,112,144,47,164,12,8,12,2,89.37
9,2023-06-01,3,2,6,4,2,165,33,1,120,29,25,3,3,61.54
9,2023-07-01,4,2,3,2,1,233,44,21,98,26,26,7,3,56.15
9,2023-08-01,3,2,2,3,1,70,119,4,179,16,27,7,2,73.06
9,2023-09-01,3,2,2,2,1,211,124,6,42,18,12,7,2,53.6
9,2023-10-01,3,2,9,3,2,292,150,19,75,18,13,1,3,86.3
9,2023-11-01,1,2,5,4,2,194,84,27,156,21,12,2,3,79.69
9,2023-12-01,3,2,7,1,1,195,38,12,125,4,3,8,2,66.39
9,2024-01-01,3,2,5,4,3,130,125,1,88,27,7,9,3,74.73
9,2024-02-01,4,2,7,3,2,115,73,31,41,10,8,10,3,57.58
9,2024-03-01,3,1,4,5,2,228,123,25,51,30,8,7,1,66.36
9,2024-04-01,3,3,8,4,1,114,34,2,194,6,8,1,2,70.58
9,2024-05-01,2,2,10,5,3,92,67,40,21,2,11,12,2,50.38
9,2024-06-01,4,3,10,5,1,106,53,41,142,10,22,4,3,77.4
9,2024-07-01,4,2,7,3,1,187,118,12,104,16,26,10,1,83.26
9,2024-08-01,4,2,10,3,3,86,38,20,199,10,26,8,2,76.62
9,2024-09-01,4,1,5,1,3,225,89,44,33,14,18,5,2,57.75
9,2024-10-01,4,1,6,2,3,169,134,36,56,18,18,1,3,73.08
9,2024-11-01,4,3,5,4,2,118,115,22,46,7,16,7,2,63.41
9,2024-12-01,1,1,7,3,1,105,94,6,171,15,6,6,3,83.45
10,2014-01-01,3,1,2,4,2,168,55,16,83,20,5,9,1,52.54
10,2014-02-01,4,3,5,5,3,253,82,27,89,14,2,4,1,70.9
10,2014-03-01,3,1,10,2,2,213,112,46,173,2,7,4,2,93.69
10,2014-04-01,3,2,3,1,3,208,24,29,34,29,8,8,3,30.28
10,2014-05-01,1,3,9,4,3,104,44,4,48,23,7,4,1,55.49
10,2014-06-01,4,3,6,2,1,87,117,23,93,5,27,3,2,73.96
10,2014-07-01,2,2,10,1,1,292,31,6,47,30,26,7,2,54.62
10,2014-08-01,1,1,3,4,1,250,103,33,78,2,24,5,2,65.72
10,2014-09-01,2,3,7,2,2,285,48,49,92,29,18,9,3,69.63
10,2014-10-01,3,3,4,3,1,267,128,41,168,4,12,5,3,87.44
10,2014-11-01,3,2,3,4,3,64,46,32,29,0,18,9,1,32.86
10,2014-12-01,1,2,8,2,1,193,74,26,151,21,8,6,3,83.26
10,2015-01-01,1,1,4,1,2,126,71,13,81,30,4,6,3,62.01
10,2015-02-01,2,3,1,2,1,266,32,18,151,13,8,11,2,49.88
10,2015-03-01,4,1,6,3,1,271,61,47,146,11,12,6,2,76.9
10,2015-04-01,2,1,10,4,1,102,98,50,25,12,10,7,1,59.72
10,2015-05-01,1,2,1,4,2,233,37,37,99,13,8,12,2,43.85
10,2015-06-01,2,3,5,4,3,56,69,11,91,24,23,11,2,62.73
10,2015-07-01,1,3,7,3,3,234,21,2,35,11,23,4,2,40.87
10,2015-08-01,2,3,6,1,3,104,106,6,57,22,25,4,3,66.6
10,2015-09-01,1,2,2,4,1,101,126,34,196,30,16,9,2,76.21
10,2015-10-01,1,2,4,1,1,53,66,24,84,26,18,12,1,56.92
10,2015-11-01,1,2,2,2,2,92,108,48,145,12,14,7,1,70.33
10,2015-12-01,4,2,1,1,3,89,31,14,102,23,2,11,2,36.69
10,2016-01-01,2,2,3,1,1,279,32,18,197,5,6,10,2,63.63
10,2016-02-01,2,3,3,4,1,170,78,18,36,26,3,6,1,47.85
10,2016-03-01,2,1,7,5,1,79,62,22,132,20,8,1,3,71.32
10,2016-04-01,1,3,1,5,2,187,93,10,175,14,13,7,2,66.56
10,2016-05-01,2,1,9,3,3,271,42,20,191,27,11,6,1,80.16
10,2016-06-01,2,2,6,3,2,152,98,33,159,21,24,12,3,84.27
10,2016-07-01,1,1,4,5,3,56,42,38,89,22,26,4,1,52.75
10,2016-08-01,3,3,3,2,3,213,120,50,90,15,25,8,3,71.97
10,2016-09-01,1,3,3,4,1,212,128,6,150,8,13,7,1,78.95
10,2016-10-01,2,1,2,4,1,265,130,41,68,7,14,8,1,65.02
10,2016-11-01,1,2,2,2,1,216,36,43,40,4,18,9,3,34.41
10,2016-12-01,3,2,10,2,1,213,105,26,155,14,2,1,2,89.87
10,2017-01-01,1,3,5,5,1,158,58,49,83,6,8,3,1,63.62
10,2017-02-01,2,1,9,3,3,69,60,22,177,23,3,2,2,79.38
10,2017-03-01,3,2,2,2,1,98,67,37,51,16,13,3,1,44.76
10,2017-04-01,4,2,2,3,1,145,96,19,39,15,11,11,3,46.91
10,2017-05-01,2,3,6,1,2,108,20,26,35,23,9,11,2,31.84
10,2017-06-01,3,2,10,4,2,280,136,7,172,10,23,2,3,98.68
10,2017-07-01,3,1,2,5,3,226,38,36,79,6,22,11,3,48.38
10,2017-08-01,4,3,4,4,3,139,78,2,192,10,22,6,2,76.9
10,2017-09-01,1,3,6,5,2,75,126,1,156,27,17,9,2,83.55
10,2017-10-01,1,1,5,1,2,85,47,21,198,27,16,2,2,70.54
10,2017-11-01,2,3,1,4,1,220,53,5,122,1,15,4,3,53.63
10,2017-12-01,4,2,6,1,1,175,58,38,80,1,6,5,3,65.46
10,2018-01-01,1,2,1,5,3,276,145,39,187,27,4,5,3,75.77
10,2018-02-01,4,1,3,2,2,92,102,35,123,5,6,1,2,69.54
10,2018-03-01,1,2,10,4,3,148,125,43,80,2,9,6,1,83.42
10,2018-04-01,3,1,5,1,1,253,129,23,95,0,12,5,2,78.15
10,2018-05-01,1,1,10,4,3,82,140,11,34,30,12,6,1,69.36
10,2018-06-01,4,2,5,4,3,149,126,16,200,23,27,4,3,88.1
10,2018-07-01,3,1,10,4,3,255,150,21,151,22,25,11,1,97.16
10,2018-08-01,3,2,6,3,1,146,42,18,170,19,27,6,2,71.07
10,2018-09-01,3,3,10,1,3,287,90,8,174,15,16,9,2,92.4
10,2018-10-01,4,3,8,1,1,222,126,11,122,13,12,1,2,87.93
10,2018-11-01,2,1,5,4,2,94,65,31,184,16,14,6,1,74.49
10,2018-12-01,2,2,1,2,3,137,89,30,190,17,8,1,2,65.18
10,2019-01-01,2,2,5,4,3,192,50,16,184,24,4,12,1,74.68
10,2019-02-01,4,3,3,3,1,144,112,22,176,3,2,7,3,78.66
10,2019-03-01,3,3,4,5,3,66,137,9,176,2,13,4,1,80.55
10,2019-04-01,2,2,8,3,1,189,100,29,196,7,11,6,3,89.97
10,2019-05-01,4,1,7,2,3,71,79,18,94,3,10,7,1,69.39
10,2019-06-01,2,3,5,4,2,200,95,25,198,22,23,11,3,85.72
10,2019-07-01,1,1,2,1,2,139,82,25,197,14,26,5,2,70.55
10,2019-08-01,2,1,6,4,2,127,119,10,47,12,27,9,1,65.68
10,2019-09-01,2,3,6,2,3,189,67,19,93,13,18,8,3,69.25
10,2019-10-01,3,1,10,1,3,163,93,44,152,29,16,3,2,89.38
10,2019-11-01,4,1,10,3,2,117,77,3,144,13,14,1,2,83.65
10,2019-12-01,3,2,6,5,2,300,49,46,75,4,4,11,3,63.86
10,2020-01-01,3,1,9,5,1,159,29,11,83,4,5,10,3,59.11
10,2020-02-01,3,2,8,4,1,228,58,24,146,26,7,8,1,79.08
10,2020-03-01,3,3,8,3,2,174,74,9,140,21,13,4,3,80.51
10,2020-04-01,3,3,1,2,2,190,47,21,108,27,10,7,3,48.9
10,2020-05-01,2,2,5,5,3,106,137,6,36,12,10,4,2,61.63
10,2020-06-01,3,3,7,3,2,104,133,23,116,3,22,7,3,85.27
10,2020-07-01,3,1,6,4,1,131,94,1,74,17,28,1,3,70.06
10,2020-08-01,4,1,5,1,1,156,84,31,156,5,23,1,3,78.06
10,2020-09-01,1,1,8,4,1,205,100,20,129,28,13,2,2,84.53
10,2020-10-01,2,3,3,4,1,151,119,6,35,4,18,5,2,54.51
10,2020-11-01,2,1,6,3,1,282,119,7,163,2,17,11,2,88.2
10,2020-12-01,2,3,5,5,1,221,65,50,32,19,5,10,2,52.31
10,2021-01-01,3,1,8,3,2,196,79,37,97,2,4,6,1,76.28
10,2021-02-01,3,2,4,1,1,223,116,20,104,2,3,2,2,75.64
10,2021-03-01,3,3,8,3,1,160,22,7,92,19,13,1,2,54.01
10,2021-04-01,4,3,10,2,1,156,133,24,138,1,13,9,1,93.21
10,2021-05-01,1,1,2,4,1,151,135,27,188,19,11,7,1,77.54
10,2021-06-01,3,3,9,5,2,287,77,27,200,25,22,8,1,91.76
10,2021-07-01,1,3,9,1,3,52,89,30,87,26,24,6,3,73.38
10,2021-08-01,4,2,10,4,3,260,112,35,93,17,22,9,2,86.53
10,2021-09-01,2,2,10,3,3,197,124,24,118,29,16,8,3,90.1
10,2021-10-01,3,1,6,2,3,74,68,40,136,9,13,4,1,72.05
10,2021-11-01,1,2,4,3,1,124,102,36,156,23,12,5,1,78.27
10,2021-12-01,1,1,4,4,3,233,36,37,198,25,7,2,1,67.41
10,2022-01-01,3,1,6,1,3,258,73,50,195,20,2,1,1,83.76
10,2022-02-01,2,1,5,5,2,110,131,11,196,28,2,6,3,87.15
10,2022-03-01,2,3,6,4,2,172,68,36,165,6,13,3,1,78.48
10,2022-04-01,2,2,7,1,2,290,104,36,157,26,11,11,2,88.37
10,2022-05-01,4,1,7,4,1,104,31,30,134,19,13,4,2,64.01
10,2022-06-01,1,2,9,2,1,212,145,17,73,25,24,1,2,83.52
10,2022-07-01,1,1,8,3,1,255,117,25,98,21,28,6,3,84.39
10,2022-08-01,1,2,6,5,2,236,67,5,34,28,24,8,1,53.69
10,2022-09-01,4,2,6,1,3,88,47,8,158,27,16,10,3,71.1
10,2022-10-01,1,1,5,5,2,234,99,10,187,13,18,4,2,87.27
10,2022-11-01,4,3,1,5,1,132,29,30,137,9,12,10,1,42.36
10,2022-12-01,2,2,9,5,2,244,71,45,131,19,2,8,3,84.02
10,2023-01-01,3,3,9,1,3,83,109,1,125,30,5,11,1,83.55
10,2023-02-01,1,3,9,1,1,299,81,28,124,15,7,10,1,85.79
10,2023-03-01,1,1,8,5,3,162,126,45,66,5,8,3,3,78.01
10,2023-04-01,2,1,10,3,3,218,60,50,137,16,8,11,2,82.24
10,2023-05-01,3,1,3,4,1,199,118,41,145,5,9,7,3,75.86
10,2023-06-01,4,2,1,5,3,279,74,4,167,21,26,3,3,62.8
10,2023-07-01,3,1,8,2,2,297,47,22,117,17,22,6,2,73.53
10,2023-08-01,2,1,7,5,3,76,120,35,169,27,28,4,3,87.47
10,2023-09-01,2,2,5,1,3,198,66,6,67,9,17,6,1,60.73
10,2023-10-01,3,2,10,4,3,218,149,12,101,9,13,7,2,90.09
10,2023-11-01,4,1,7,2,2,80,136,41,35,8,16,8,3,64.91
10,2023-12-01,4,1,10,4,3,204,127,9,152,30,6,6,1,93.34
10,2024-01-01,1,1,4,4,3,214,88,35,93,21,2,4,2,69.91
10,2024-02-01,4,1,9,2,2,243,47,15,40,27,7,9,3,58.28
10,2024-03-01,3,3,10,5,1,231,98,14,80,14,11,7,2,81.02
10,2024-04-01,2,3,2,5,1,288,33,42,43,10,8,9,1,36.44
10,2024-05-01,1,1,9,5,1,186,65,18,42,28,10,3,1,60.24
10,2024-06-01,1,3,9,3,3,132,35,20,106,6,23,5,2,64.68
10,2024-07-01,2,2,5,5,1,219,100,34,158,17,27,1,1,84.85
10,2024-08-01,4,3,1,2,2,213,77,14,194,1,25,11,1,64.86
10,2024-09-01,2,3,7,3,3,59,67,47,21,1,18,12,2,45.36
10,2024-10-01,4,1,10,5,3,236,68,13,72,25,18,8,2,73.16
10,2024-11-01,2,3,10,3,3,89,108,28,158,12,16,1,3,89.09
10,2024-12-01,3,3,4,2,1,103,149,4,34,10,3,1,3,58.76
11,2014-01-01,4,3,9,5,1,286,33,48,159,24,2,7,2,74.99
11,2014-02-01,3,3,6,1,1,216,122,17,141,18,7,11,1,86.49
11,2014-03-01,1,2,3,2,3,184,140,50,142,28,11,8,1,79.8
11,2014-04-01,2,1,6,4,2,53,142,0,183,19,7,3,2,85.52
11,2014-05-01,1,1,10,4,3,192,89,26,111,0,10,2,2,82.8
11,2014-06-01,1,2,6,2,2,253,122,26,42,16,28,7,2,67.69
11,2014-07-01,1,3,5,4,3,225,121,24,174,19,24,10,1,87.54
11,2014-08-01,1,2,2,2,2,55,83,40,107,29,24,5,3,59.24
11,2014-09-01,2,3,10,1,3,122,37,20,161,17,15,1,3,73.99
11,2014-10-01,1,2,10,2,3,212,82,13,118,7,14,2,1,83.78
11,2014-11-01,2,1,2,5,2,249,68,19,46,12,17,3,3,47.54
11,2014-12-01,2,1,7,5,2,248,75,27,40,3,6,6,2,60.33
11,2015-01-01,3,1,2,3,2,245,110,20,68,18,6,1,2,60.97
11,2015-02-01,4,3,6,4,2,107,77,22,63,2,7,8,1,63.37
11,2015-03-01,4,3,5,4,2,126,74,10,63,5,8,2,1,61.31
11,2015-04-01,2,2,4,2,2,68,104,1,147,27,11,5,2,73.39
11,2015-05-01,3,2,7,4,2,111,38,19,189,28,13,8,2,70.37
11,2015-06-01,2,1,8,5,2,120,122,23,42,5,24,5,1,68.67
11,2015-07-01,2,3,4,1,3,187,131,24,148,21,28,8,1,83.22
11,2015-08-01,2,2,1,2,2,74,127,36,144,5,27,6,2,64.49
11,2015-09-01,3,3,1,4,2,221,66,21,55,23,12,7,2,43.49
11,2015-10-01,4,3,1,5,3,299,126,23,74,7,13,8,3,60.28
11,2015-11-01,3,1,1,3,3,276,103,14,129,24,12,3,3,64.25
11,2015-12-01,1,1,5,4,1,176,147,11,35,16,8,12,2,63.73
11,2016-01-01,3,3,4,1,1,107,77,45,108,9,4,5,1,67.27
11,2016-02-01,3,3,9,1,2,202,116,30,37,23,8,10,3,68.77
11,2016-03-01,3,3,3,4,2,270,66,42,57,4,7,7,3,55.2
11,2016-04-01,3,3,7,4,1,169,122,30,39,18,9,9,2,67.26
11,2016-05-01,4,1,8,5,1,253,103,29,38,10,11,6,1,68.85
11,2016-06-01,1,2,6,4,2,292,68,40,32,9,23,10,1,55.31
11,2016-07-01,4,1,10,3,1,160,150,19,36,2,25,1,2,73.51
11,2016-08-01,4,2,1,5,2,217,131,7,49,21,24,11,1,53.02
11,2016-09-01,3,3,8,2,3,125,79,43,62,23,17,8,2,67.97
11,2016-10-01,2,2,10,3,3,293,85,29,67,9,17,6,1,78.08
11,2016-11-01,2,1,3,5,1,119,106,34,62,1,16,1,2,61.87
11,2016-12-01,4,1,8,5,3,187,145,20,112,27,7,4,1,88.62
11,2017-01-01,4,3,4,1,3,115,45,46,133,8,2,6,2,62.05
11,2017-02-01,3,1,8,5,3,169,90,39,85,4,6,10,2,77.91
11,2017-03-01,4,3,1,3,3,286,93,27,138,20,12,1,1,65.12
11,2017-04-01,3,1,3,4,2,202,66,38,72,16,7,10,2,57.95
